unique_id,age,sex,bfi_a1,bfi_a2,bfi_a3,bfi_a4,bfi_a5,bfi_a6,bfi_a7,bfi_a8,bfi_a9,bfi_c1,bfi_c2,bfi_c3,bfi_c4,bfi_c5,bfi_c6,bfi_c7,bfi_c8,bfi_c9,bfi_e1,bfi_e2,bfi_e3,bfi_e4,bfi_e5,bfi_e6,bfi_e7,bfi_e8,bfi_n1,bfi_n2,bfi_n3,bfi_n4,bfi_n5,bfi_n6,bfi_n7,bfi_n8,bfi_o1,bfi_o10,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o7,bfi_o8,bfi_o9,mean_bfi_a,mean_bfi_o,mean_bfi_c,mean_bfi_e,mean_bfi_n,D_Score,exclude_participant
550775,17,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,3,2,4,5,5,2,6,3,4,4,2,5,2,5,3,4,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.875,4.5,0.00222018130012127,include
555831,18,f,1,5,1,5,6,4,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,6,5,6,3,4,6,3.7777777777777777,5.2,NA,NA,NA,-0.05553283664377391,include
557720,36,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,6,6,6,5,6,3,5,6,3,6,2,4,1,2,5,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.777777777777778,4.375,2.75,-0.6370685424386451,include
559640,28,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,4,6,5,4,4,3,3,2,5,2,6,3,4,3,2,5,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,2.625,-0.29154686082482634,include
568128,39,m,6,6,6,6,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,6,6,6,6,4,6,5.666666666666667,5.2,NA,NA,NA,0.06618774434744112,include
568742,21,f,2,3,1,6,6,6,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,5,1,5,4,1,5,6,4.222222222222222,4.1,NA,NA,NA,-0.47209614945344935,include
575534,30,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,2,4,5,2,4,1,2,4,2,1,1,1,1,3,4,2,4,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4444444444444446,1.875,2.875,-0.37267547271406826,include
578307,22,m,5,6,5,6,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,6,6,5,3,4,4,5.333333333333333,4.7,NA,NA,NA,0.14786295882070521,include
581474,22,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,3,5,6,6,3,4,1,2,1,3,5,3,4,3,2,4,5,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.222222222222222,2.875,2.5,0.06575681953643915,include
593293,29,f,5,5,6,6,1,5,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,5,6,6,5,6,6,4.777777777777778,5.6,NA,NA,NA,-0.3829560865019542,include
593817,22,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,5,6,5,6,4,5,3,5,5,4,5,3,5,4,3,6,4,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.111111111111111,4.375,3.875,-0.11267598036462857,include
597411,53,f,5,6,6,6,5,6,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,5,5,6,6,5,6,5.111111111111111,5.4,NA,NA,NA,-0.37809954068800566,include
627581,23,f,3,5,5,5,5,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,5,5,6,5,6,4,4.333333333333333,5.1,NA,NA,NA,0.2543831512118368,include
628624,21,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,6,6,6,5,5,3,5,5,5,1,2,5,1,1,1,1,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.777777777777778,3.875,1.75,0.15568918472062226,include
629563,42,m,2,6,6,4,5,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,4,4,2,3,5,2,3.888888888888889,3.1,NA,NA,NA,-0.2628886723635788,exclude
630625,28,f,3,4,6,4,5,3,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,5,5,6,6,5,2,4.222222222222222,4.7,NA,NA,NA,-0.3106448099581133,exclude
643556,27,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,3,3,4,3,5,3,5,4,4,5,3,6,3,3,4,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.111111111111111,4.375,3.125,0.035883234467622024,include
645951,20,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,5,6,6,5,4,5,2,5,5,1,5,1,4,4,2,6,5,3,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.222222222222222,3.5,4.25,-0.6495599338185443,include
648762,19,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,5,6,5,5,5,5,5,5,5,5,4,3,5,2,3,4,5,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.333333333333333,4.625,3.5,-0.15926956513833918,include
652654,29,m,2,5,4,6,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,5,6,2,NA,4,3.888888888888889,4.888888888888889,NA,NA,NA,-0.40237078818396566,exclude
662985,15,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,3,6,6,6,5,3,5,3,6,5,3,4,2,4,1,3,4,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2.625,-0.03585617399064203,include
659647,51,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,1,1,2,5,1,4,3,3,5,4,4,2,5,2,5,5,4,3,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3333333333333335,3.75,3.75,-0.06096644295121484,include
669471,26,m,4,4,6,6,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,4,4,3,5,3,3.7777777777777777,3.6,NA,NA,NA,-0.7191426089380248,include
201268,other/missing/error,missing/other/error,2,4,5,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,6,4,1,3,5,4.222222222222222,4.7,NA,NA,NA,-0.8930059042496734,include
196719,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,1,6,5,4,1,6,3,6,6,6,6,3,6,6,1,5,6,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4444444444444446,5.25,3.5,0.1437617842219197,include
194849,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,3,4,5,5,2,6,4,5,5,4,6,3,5,3,4,5,6,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.888888888888889,4.75,3.875,-0.07057048040271043,include
193446,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,5,5,3,2,3,5,6,3,6,2,4,2,2,4,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.333333333333333,3.875,2.375,-0.47125103256126566,include
193083,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,6,2,5,5,5,3,4,3,4,4,3,3,3,3,1,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.222222222222222,3.375,1.875,-0.4038564340452829,include
186334,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,3,4,5,4,2,4,4,2,4,3,4,2,4,4,3,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.375,3.5,-0.24094479559876042,include
181481,other/missing/error,missing/other/error,4,4,5,5,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,4,4,4,3,4.444444444444445,3.5,NA,NA,NA,-0.4737166829890841,include
180366,other/missing/error,missing/other/error,4,5,6,6,6,5,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,6,6,1,4,6,6,5,4.4,NA,NA,NA,-0.8555132951765747,include
179098,other/missing/error,missing/other/error,3,4,7,5,2,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,6,3,6,7,5,6,7,5,4.333333333333333,5,NA,NA,NA,-0.021577490321570816,exclude
175558,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,3,3,4,6,2,6,5,3,5,3,5,2,5,1,3,4,5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3333333333333335,4.25,3.25,-0.25868693117203456,include
173471,other/missing/error,missing/other/error,5,4,3,5,4,4,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,6,5,6,5,5,5,4.333333333333333,5,NA,NA,NA,-0.06490554093072069,include
173044,other/missing/error,missing/other/error,6,6,2,5,6,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,6,6,4.222222222222222,5.9,NA,NA,NA,-0.270141734844213,include
170731,other/missing/error,missing/other/error,2,6,5,5,5,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,5,6,5,4.777777777777778,5.5,NA,NA,NA,-0.14757660815485485,include
164811,other/missing/error,missing/other/error,2,4,4,4,5,6,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,5,4,4,6,4.111111111111111,5.3,NA,NA,NA,-0.3493339942069188,include
164203,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,1,6,5,6,4,2,2,5,4,3,5,3,6,4,1,4,3,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.777777777777778,3.75,2.375,-0.08183536027665293,include
163143,other/missing/error,missing/other/error,3,4,6,5,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,1,3,2,3,1,4.333333333333333,2.3,NA,NA,NA,-0.7987010551234225,include
162402,other/missing/error,missing/other/error,1,5,2,6,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,4,5,4,4,5,2,NA,2.5555555555555554,4,NA,NA,NA,-0.5459128851753557,exclude
214776,48,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,2,3,5,6,3,4,4,3,3,5,3,4,4,5,2,2,4,2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.222222222222222,3.875,2.375,-0.6816798776575259,include
233700,36,m,3,5,3,4,4,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,6,4,5,5,6,4,3.4444444444444446,5.1,NA,NA,NA,0.017512600253538728,include
246726,23,f,5,5,6,6,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,4,5,5,3,6,3,5.555555555555555,4.1,NA,NA,NA,0.019797623454788728,include
298159,29,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,4,4,4,5,3,4,2,4,6,3,5,6,6,2,3,1,1,1,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333333333,4.5,2.5,-0.4998522705447529,include
343463,41,f,3,5,5,4,5,3,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,3,5,3,5,5,4.555555555555555,4.6,NA,NA,NA,-4.07347514848299e-4,include
343750,27,m,3,4,5,5,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,2,4,4,6,3,5,5,4.333333333333333,4.4,NA,NA,NA,-0.41546726684540813,include
348917,31,f,3,6,6,6,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,6,4,6,6,5,6,5.444444444444445,5.3,NA,NA,NA,-0.4052272319438043,include
350255,26,m,3,5,5,6,1,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,5,2,6,5,3,4.666666666666667,4.2,NA,NA,NA,-0.09869619937722879,include
353512,42,m,5,6,6,4,3,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,5,6,NA,NA,NA,-0.5330126480838644,include
360521,29,m,4,6,3,6,6,3,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,4,6,5,6,3,4.777777777777778,4.8,NA,NA,NA,-0.7838333095138804,include
450960,38,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,3,4,5,6,6,3,4,3,5,5,3,5,3,5,2,3,4,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.555555555555555,4.125,2.625,-0.019514516365081124,include
453001,20,m,6,6,5,6,6,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,5,6,5,6,6,2,5.555555555555555,5,NA,NA,NA,0.013827372858432186,include
455618,25,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,6,2,4,2,1,3,1,4,6,1,1,1,1,3,4,6,6,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,2.25,4.125,-0.8110064545926405,include
462128,44,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,3,3,3,5,5,2,5,5,1,4,4,5,3,5,2,3,4,5,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.888888888888889,4,3.125,0.05083688161432305,include
526620,20,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,6,5,6,5,3,3,5,5,2,5,2,5,1,2,1,1,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.444444444444445,3.75,2.125,-0.46150095636505883,include
548565,23,f,2,6,5,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,2,5,3,4,5,4.888888888888889,4.2,NA,NA,NA,0.23877049657207414,include
558041,28,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,6,5,5,6,4,6,2,6,5,2,4,2,4,1,3,4,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.875,2.75,-0.6021688488072943,include
579249,54,f,3,4,3,5,5,3,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,5,2,4,5,4.111111111111111,4.1,NA,NA,NA,-0.09311720198617068,include
617893,42,m,4,4,5,4,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,4,5,3,3,4,2,4.111111111111111,3.8,NA,NA,NA,-0.4782526292418027,include
634062,32,m,3,NA,6,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,6,5,5,4,2,6,5,4.75,4.7,NA,NA,NA,0.23820750336895022,exclude
652538,35,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,3,3,6,5,5,2,5,3,5,7,2,5,2,5,4,2,5,5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333333333,4.25,3.625,-0.22169889784781666,exclude
668486,22,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,3,3,4,4,4,5,3,2,5,5,3,6,3,4,4,3,5,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.888888888888889,3.875,3.5,-0.32860879018867306,include
664326,46,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,2,2,6,5,6,5,3,3,4,4,3,5,3,3,2,1,3,3,2,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.666666666666667,3.5,2.625,-0.8045319112996163,include
194648,other/missing/error,missing/other/error,3,5,6,6,5,5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,4,4,2,5,5,4.888888888888889,4.6,NA,NA,NA,-0.15610907491612885,include
173703,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,2,3,5,5,5,4,5,4,6,6,6,6,4,6,2,2,3,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.111111111111111,5.375,2.375,-0.49194056073118153,include
167754,other/missing/error,missing/other/error,5,4,6,5,6,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,5,4,6,6,6,5,4.888888888888889,5.2,NA,NA,NA,-0.32824782819933085,exclude
501196,16,m,3,4,4,3,5,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,4,4,4,5,4,3.7777777777777777,4.6,NA,NA,NA,0.3377239109182519,include
217118,21,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,1,5,2,5,1,5,5,5,5,4,5,3,5,2,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3333333333333335,4.625,1.625,-0.3022042518375532,include
217597,25,f,3,4,3,4,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,4,3,4,4,3.7777777777777777,3.9,NA,NA,NA,-0.05300450399451846,include
309503,22,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,4,5,5,4,5,3,3,3,4,2,3,2,3,4,2,2,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.444444444444445,2.875,2.75,-0.3662343963517668,include
311846,58,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,5,6,1,5,2,1,1,3,5,1,5,1,4,5,2,5,4,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.555555555555555,2.625,3.5,-0.6734734938000263,include
340489,17,f,4,4,5,5,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,4,3,5,5,5,5,4.222222222222222,4.1,NA,NA,NA,-0.22253724492746507,include
353222,29,f,1,5,3,2,6,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,2,3,5,3,3,2,3.7777777777777777,3,NA,NA,NA,-0.45137613400176974,include
393892,18,f,4,4,5,4,6,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,5,5,4,4,5,5,4.333333333333333,4.7,NA,NA,NA,-0.5587236523792488,include
395088,33,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,2,5,6,5,2,5,2,4,4,5,6,5,2,1,2,4,4,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.666666666666667,4.125,2.875,-0.162385255622307,include
440645,27,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,5,5,5,4,5,5,4,5,5,6,5,5,2,3,4,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.111111111111111,5,2.75,-0.7928042089354562,include
448235,39,f,1,6,6,1,2,1,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,6,6,6,3.111111111111111,5.8,NA,NA,NA,-0.5571357905158656,include
460603,32,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,5,6,6,4,5,2,1,5,5,1,5,1,2,2,2,4,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.222222222222222,2.75,3.125,-0.1391252897871939,include
497745,18,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,2,3,3,3,3,4,3,5,4,3,4,3,5,1,3,3,3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2222222222222223,3.875,3,-0.028652707018523706,include
505557,44,f,1,6,3,1,1,6,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,6,4,6,6,4,6,1,3.4444444444444446,4.2,NA,NA,NA,-0.1450268163912369,include
523839,28,f,4,6,6,6,5,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,4,6,4,3,6,4,4,5.555555555555555,4.5,NA,NA,NA,0.09045976133369878,include
549211,48,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,3,5,5,5,2,5,5,5,5,6,5,5,1,5,6,5,5,4,2,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7777777777777777,4.625,3.875,-0.9486433750195105,include
596741,62,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,3,3,3,3,4,4,6,4,6,5,2,4,2,6,5,3,5,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5555555555555554,4.375,3.75,-0.5946124849248923,include
628838,18,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,3,2,4,4,4,2,3,3,3,4,2,3,2,2,4,4,5,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3333333333333335,2.75,4.375,-0.5521736491406737,include
648950,32,m,3,6,5,5,0,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,5,3,4,5,4,5,7,4.444444444444445,4.3,NA,NA,NA,-0.5147517220017579,exclude
199840,other/missing/error,missing/other/error,2,5,3,2,2,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,4,4,5,6,3,5,NA,NA,NA,-0.4589426340007681,include
199166,other/missing/error,missing/other/error,3,4,5,6,4,6,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,5,4,6,4.444444444444445,5.4,NA,NA,NA,-0.6471608401336943,include
195431,other/missing/error,missing/other/error,2,3,5,2,3,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,3,3,4,4,6,2,2.888888888888889,4.1,NA,NA,NA,-0.49873143978273043,include
183947,other/missing/error,missing/other/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,1,6,2,6,NA,6,3,1,3,2,5,4,1,4,1,4,1,6,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,3.125,2.875,-0.5879647901605347,exclude
